<<<<<<< HEAD
﻿Log file open, 04/25/17 19:02:14
[2017.04.26-01.45.06:320][378]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.45.07:333][426]LogBlueprintUserMessages: [ZTD_GameMode_C_0] SpawningZombie
[2017.04.26-01.45.08:004][458]LogBlueprintUserMessages: Early EndPlayMap Detection: Level '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main' with GeneratedClass '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main'
[2017.04.26-01.45.08:054][458]LogBlueprintUserMessages: Late EndPlayMap Detection: Level '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main' with GeneratedClass '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/Menu_Main.Menu_Main:PersistentLevel.Menu_Main'
[2017.04.26-01.51.37:252][185]Cmd: MAP LOAD FILE="D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Maps/ZTD_Main.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2017.04.26-01.51.37:267][185]LightingResults: New page: Lighting Build
[2017.04.26-01.51.37:268][185]LoadErrors: New page: Loading map: ZTD_Main.umap
[2017.04.26-01.51.37:268][185]MapCheck: New page: Map Check
[2017.04.26-01.51.37:268][185]LightingResults: New page: Lighting Build
[2017.04.26-01.51.37:481][185]LogAIModule: Creating AISystem for world ZTD_Main
[2017.04.26-01.51.37:688][185]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2017.04.26-01.51.37:721][185]Cmd: MAP CHECKDEP NOCLEARLOG
[2017.04.26-01.51.37:768][185]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 47.019ms to complete.
[2017.04.26-01.51.37:768][185]LogFileHelpers: Loading map 'ZTD_Main' took 0.521
[2017.04.26-01.51.41:500][405]Cmd: MAP LOAD FILE="D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Maps/MapB.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2017.04.26-01.51.41:517][405]LightingResults: New page: Lighting Build
[2017.04.26-01.51.41:518][405]LoadErrors: New page: Loading map: MapB.umap
[2017.04.26-01.51.41:518][405]MapCheck: New page: Map Check
[2017.04.26-01.51.41:518][405]LightingResults: New page: Lighting Build
[2017.04.26-01.51.41:738][405]LogAIModule: Creating AISystem for world MapB
[2017.04.26-01.51.42:064][405]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2017.04.26-01.51.42:125][405]Cmd: MAP CHECKDEP NOCLEARLOG
[2017.04.26-01.51.42:172][405]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 47.223ms to complete.
[2017.04.26-01.51.42:172][405]LogFileHelpers: Loading map 'MapB' took 0.673
[2017.04.26-01.51.51:981][914]LogEditorViewport: Clicking on Actor (LMB): StaticMeshActor (Cube)
[2017.04.26-01.52.20:547][585]LogSavePackage: Save=575.03ms
[2017.04.26-01.52.20:547][585]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/MapB0B5BB09F4EEF5F644D4A739A5CEF4F87.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Maps/MapB.umap'
[2017.04.26-01.52.20:550][585]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Maps/MapB.umap
[2017.04.26-01.52.20:587][585]LogFileHelpers: Saving map 'MapB' took 0.695
[2017.04.26-01.52.20:608][585]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/ZTD_Blueprint/Blueprints/Base" FILE="D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/Base.uasset" SILENT=true
[2017.04.26-01.52.20:627][585]LogSavePackage: Save=17.32ms
[2017.04.26-01.52.20:627][585]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Base9F12D4EA444CFCFEC6274EB49EFC3D18.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/Base.uasset'
[2017.04.26-01.52.20:628][585]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/Base.uasset
[2017.04.26-01.52.43:682][309]LogEditorViewport: Clicking on Actor (LMB): InstancedFoliageActor (InstancedFoliageActor)
[2017.04.26-01.52.44:708][365]LogEditorViewport: Clicking on Actor (LMB): Landscape (Landscape3)
[2017.04.26-01.52.45:103][386]LogEditorViewport: Clicking on Actor (LMB): Base_C (Base)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: request failed, libcurl error: 35 (SSL connect error)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 0 (Found bundle for host datarouter.ol.epicgames.com: 0x20fe4979468 [can pipeline])
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 1 (Re-using existing connection! (#24) with host datarouter.ol.epicgames.com)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 2 (Connected to datarouter.ol.epicgames.com (34.192.111.22) port 443 (#24))
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 3 (upload completely sent off: 310 out of 310 bytes)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 4 (TLSv1.2 (IN), TLS alert, Client hello (1):)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 5 (Connection died, retrying a fresh connect)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 6 (Closing connection 24)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 7 (TLSv1.2 (OUT), TLS alert, Client hello (1):)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 8 (Issue another request to this URL: 'https://datarouter.ol.epicgames.com/datarouter/api/v1/public/data?SessionID=%7B69B66FEB-4149-C593-B1C5-EFBE150B9CA3%7D&AppID=UEEditor.Rocket.Release&AppVersion=4.14.3-3249277%2B%2B%2BUE4%2BRelease-4.14&UserID=285084594ddb084e8774e6a92aada2b7%7Cb5cb20242bbc402f90b3299f9f1bf775%7Cb15a0c29-6f41-4e08-8185-6d214058f98c&AppEnvironment=datacollector-binary&UploadType=eteventstream')
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 9 (  Trying 34.192.111.22...)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 10 (Connected to datarouter.ol.epicgames.com (34.192.111.22) port 443 (#25))
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 11 (ALPN, offering http/1.1)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 12 (Cipher selection: ALL:!EXPORT:!EXPORT40:!EXPORT56:!aNULL:!LOW:!RC4:@STRENGTH)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 13 (SSL re-using session ID)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 14 (TLSv1.2 (OUT), TLS handshake, Client hello (1):)
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 15 (Unknown SSL protocol error in connection to datarouter.ol.epicgames.com:443 )
[2017.04.26-01.56.40:009][808]LogHttp:Warning: 0000021066680280: libcurl info message cache 16 (Closing connection 25)
[2017.04.26-01.57.36:011][976]LogHttp:Warning: 0000021066683880: request failed, libcurl error: 35 (SSL connect error)
[2017.04.26-01.57.36:011][976]LogHttp:Warning: 0000021066683880: libcurl info message cache 0 (Hostname datarouter.ol.epicgames.com was found in DNS cache)
[2017.04.26-01.57.36:011][976]LogHttp:Warning: 0000021066683880: libcurl info message cache 1 (  Trying 34.192.111.22...)
[2017.04.26-01.57.36:011][976]LogHttp:Warning: 0000021066683880: libcurl info message cache 2 (Connected to datarouter.ol.epicgames.com (34.192.111.22) port 443 (#26))
[2017.04.26-01.57.36:011][976]LogHttp:Warning: 0000021066683880: libcurl info message cache 3 (ALPN, offering http/1.1)
[2017.04.26-01.57.36:011][976]LogHttp:Warning: 0000021066683880: libcurl info message cache 4 (Cipher selection: ALL:!EXPORT:!EXPORT40:!EXPORT56:!aNULL:!LOW:!RC4:@STRENGTH)
[2017.04.26-01.57.36:011][976]LogHttp:Warning: 0000021066683880: libcurl info message cache 5 (SSL re-using session ID)
[2017.04.26-01.57.36:011][976]LogHttp:Warning: 0000021066683880: libcurl info message cache 6 (TLSv1.2 (OUT), TLS handshake, Client hello (1):)
[2017.04.26-01.57.36:011][976]LogHttp:Warning: 0000021066683880: libcurl info message cache 7 (Unknown SSL protocol error in connection to datarouter.ol.epicgames.com:443 )
[2017.04.26-01.57.36:011][976]LogHttp:Warning: 0000021066683880: libcurl info message cache 8 (Closing connection 26)
[2017.04.26-01.58.10:606][ 77]BlueprintLog: New page: Compile Player_Character
[2017.04.26-01.58.11:953][142]LogTemp: Repeting last play command: New Editor Window (PIE)
[2017.04.26-01.58.11:983][142]LogBlueprintUserMessages: Early PlayInEditor Detection: Level '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB' with GeneratedClass '/Game/ZTD_Blueprint/Maps/MapB.MapB_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB'
[2017.04.26-01.58.11:984][142]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2017.04.26-01.58.11:984][142]PIE: New page: PIE session: MapB (Apr 25, 2017, 3:58:11 PM)
[2017.04.26-01.58.11:984][142]LogPlayLevel: Creating play world package: /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB
[2017.04.26-01.58.12:027][142]LogPlayLevel: PIE: StaticDuplicateObject took: (0.042880s)
[2017.04.26-01.58.12:029][142]LogAIModule: Creating AISystem for world MapB
[2017.04.26-01.58.12:029][142]LogPlayLevel: PIE: World Init took: (0.002111s)
[2017.04.26-01.58.12:030][142]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/ZTD_Blueprint/Maps/MapB.MapB to /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB.MapB (0.045366s)
[2017.04.26-01.58.12:059][142]LogInit: XAudio2 using 'Speakers (Realtek High Definition Audio)' : 2 channels at 48 kHz using 32 bits per sample (channel mask 0x3)
[2017.04.26-01.58.12:086][142]LogInit: FAudioDevice initialized.
[2017.04.26-01.58.12:162][142]LogLoad: Game class is 'ZTD_GameMode_C'
[2017.04.26-01.58.12:171][142]LogWorld: Bringing World /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB.MapB up for play (max tick rate 62) at 2017.04.25-20.58.12
[2017.04.26-01.58.12:171][142]LogWorld: Bringing up level for play took: 0.007959
[2017.04.26-01.58.12:181][142]PIE: Info Play in editor start time for /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB 0.74
[2017.04.26-01.58.12:181][142]LogBlueprintUserMessages: Late PlayInEditor Detection: Level '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB' with GeneratedClass '/Game/ZTD_Blueprint/Maps/MapB.MapB_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB'
[2017.04.26-01.58.23:689][739]LogBlueprintUserMessages: [Ingame_UI_C_12] Tower Placement Enabled
[2017.04.26-01.59.05:833][126]LogBlueprintUserMessages: Early EndPlayMap Detection: Level '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB' with GeneratedClass '/Game/ZTD_Blueprint/Maps/MapB.MapB_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB'
[2017.04.26-01.59.05:880][126]LogBlueprintUserMessages: Late EndPlayMap Detection: Level '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB' with GeneratedClass '/Game/ZTD_Blueprint/Maps/MapB.MapB_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB'
[2017.04.26-01.59.26:714][398]BlueprintLog: New page: Compile Player_Character
[2017.04.26-01.59.30:222][606]BlueprintLog: New page: Compile Player_Character
[2017.04.26-01.59.31:248][661]LogTemp: Repeting last play command: New Editor Window (PIE)
[2017.04.26-01.59.31:273][661]LogBlueprintUserMessages: Early PlayInEditor Detection: Level '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB' with GeneratedClass '/Game/ZTD_Blueprint/Maps/MapB.MapB_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB'
[2017.04.26-01.59.31:273][661]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2017.04.26-01.59.31:273][661]PIE: New page: PIE session: MapB (Apr 25, 2017, 3:59:31 PM)
[2017.04.26-01.59.31:274][661]LogPlayLevel: Creating play world package: /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB
[2017.04.26-01.59.31:301][661]LogPlayLevel: PIE: StaticDuplicateObject took: (0.027230s)
[2017.04.26-01.59.31:301][661]LogAIModule: Creating AISystem for world MapB
[2017.04.26-01.59.31:302][661]LogPlayLevel: PIE: World Init took: (0.000561s)
[2017.04.26-01.59.31:302][661]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/ZTD_Blueprint/Maps/MapB.MapB to /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB.MapB (0.028020s)
[2017.04.26-01.59.31:329][661]LogInit: XAudio2 using 'Speakers (Realtek High Definition Audio)' : 2 channels at 48 kHz using 32 bits per sample (channel mask 0x3)
[2017.04.26-01.59.31:349][661]LogInit: FAudioDevice initialized.
[2017.04.26-01.59.31:416][661]LogLoad: Game class is 'ZTD_GameMode_C'
[2017.04.26-01.59.31:423][661]LogWorld: Bringing World /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB.MapB up for play (max tick rate 62) at 2017.04.25-20.59.31
[2017.04.26-01.59.31:423][661]LogWorld: Bringing up level for play took: 0.006125
[2017.04.26-01.59.31:431][661]PIE: Info Play in editor start time for /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB -0.01
[2017.04.26-01.59.31:431][661]LogBlueprintUserMessages: Late PlayInEditor Detection: Level '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB' with GeneratedClass '/Game/ZTD_Blueprint/Maps/MapB.MapB_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB'
[2017.04.26-01.59.33:128][737]LogRenderer: Reallocating scene render targets to support 1672x884 NumSamples 1 (Frame:58041).
[2017.04.26-01.59.33:179][738]LogHttp:Warning: 0000020FE9E3E380: request failed, libcurl error: 35 (SSL connect error)
[2017.04.26-01.59.33:179][738]LogHttp:Warning: 0000020FE9E3E380: libcurl info message cache 0 (  Trying 34.192.111.22...)
[2017.04.26-01.59.33:179][738]LogHttp:Warning: 0000020FE9E3E380: libcurl info message cache 1 (Connected to datarouter.ol.epicgames.com (34.192.111.22) port 443 (#27))
[2017.04.26-01.59.33:179][738]LogHttp:Warning: 0000020FE9E3E380: libcurl info message cache 2 (ALPN, offering http/1.1)
[2017.04.26-01.59.33:179][738]LogHttp:Warning: 0000020FE9E3E380: libcurl info message cache 3 (Cipher selection: ALL:!EXPORT:!EXPORT40:!EXPORT56:!aNULL:!LOW:!RC4:@STRENGTH)
[2017.04.26-01.59.33:179][738]LogHttp:Warning: 0000020FE9E3E380: libcurl info message cache 4 (SSL re-using session ID)
[2017.04.26-01.59.33:179][738]LogHttp:Warning: 0000020FE9E3E380: libcurl info message cache 5 (TLSv1.2 (OUT), TLS handshake, Client hello (1):)
[2017.04.26-01.59.33:179][738]LogHttp:Warning: 0000020FE9E3E380: libcurl info message cache 6 (Unknown SSL protocol error in connection to datarouter.ol.epicgames.com:443 )
[2017.04.26-01.59.33:180][738]LogHttp:Warning: 0000020FE9E3E380: libcurl info message cache 7 (Closing connection 27)
[2017.04.26-01.59.35:887][840]LogBlueprintUserMessages: [Ingame_UI_C_17] Tower Placement Enabled
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: request failed, libcurl error: 35 (SSL connect error)
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: libcurl info message cache 0 (Found bundle for host datarouter.ol.epicgames.com: 0x21024b9a968 [serially])
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: libcurl info message cache 1 (Hostname datarouter.ol.epicgames.com was found in DNS cache)
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: libcurl info message cache 2 (  Trying 34.192.111.22...)
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: libcurl info message cache 3 (Connected to datarouter.ol.epicgames.com (34.192.111.22) port 443 (#28))
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: libcurl info message cache 4 (ALPN, offering http/1.1)
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: libcurl info message cache 5 (Cipher selection: ALL:!EXPORT:!EXPORT40:!EXPORT56:!aNULL:!LOW:!RC4:@STRENGTH)
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: libcurl info message cache 6 (SSL re-using session ID)
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: libcurl info message cache 7 (TLSv1.2 (OUT), TLS handshake, Client hello (1):)
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: libcurl info message cache 8 (Unknown SSL protocol error in connection to datarouter.ol.epicgames.com:443 )
[2017.04.26-01.59.36:159][850]LogHttp:Warning: 000002108B87B280: libcurl info message cache 9 (Closing connection 28)
[2017.04.26-02.00.15:110][393]LogBlueprintUserMessages: [Player_Controller_C_0] Sniper Tower Selected!
[2017.04.26-02.00.15:548][415]LogBlueprintUserMessages: [Player_Controller_C_0] Machine Gun Tower Selected!
[2017.04.26-02.00.15:644][418]LogBlueprintUserMessages: [Player_Controller_C_0] Sniper Tower Selected!
[2017.04.26-02.00.16:740][476]LogBlueprintUserMessages: [Ingame_UI_C_17] Shooting Enabled
[2017.04.26-02.00.17:718][530]LogBlueprintUserMessages: [Ingame_UI_C_17] Tower Placement Enabled
[2017.04.26-02.00.18:662][581]LogBlueprintUserMessages: [Player_Controller_C_0] Sniper Tower Selected!
[2017.04.26-02.00.19:159][606]LogBlueprintUserMessages: [Player_Controller_C_0] Machine Gun Tower Selected!
[2017.04.26-02.00.20:265][664]LogBlueprintUserMessages: [Ingame_UI_C_17] Shooting Enabled
[2017.04.26-02.00.24:932][926]LogBlueprintUserMessages: Early EndPlayMap Detection: Level '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB' with GeneratedClass '/Game/ZTD_Blueprint/Maps/MapB.MapB_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB'
[2017.04.26-02.00.24:980][926]LogBlueprintUserMessages: Late EndPlayMap Detection: Level '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB' with GeneratedClass '/Game/ZTD_Blueprint/Maps/MapB.MapB_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB'
[2017.04.26-02.00.26:403][  3]LogSavePackage: Save=47.85ms
[2017.04.26-02.00.26:403][  3]LogSavePackage: Moving 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Saved/Player_Character828B33104EDB7897FF4F10849414C2DF.tmp' to 'D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/Player_Character.uasset'
[2017.04.26-02.00.26:404][  3]LogSavePackage:Display: Finished SavePackage D:/Users/Bryan/Desktop/ZTD/Zombie_Tower_Defense/Zombie_TowerDefense/Content/ZTD_Blueprint/Blueprints/Player_Character.uasset
[2017.04.26-02.00.35:282][542]BlueprintLog: New page: Compile Player_Character
[2017.04.26-02.00.36:120][585]LogTemp: Repeting last play command: New Editor Window (PIE)
[2017.04.26-02.00.36:145][585]LogBlueprintUserMessages: Early PlayInEditor Detection: Level '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB' with GeneratedClass '/Game/ZTD_Blueprint/Maps/MapB.MapB_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB'
[2017.04.26-02.00.36:145][585]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2017.04.26-02.00.36:146][585]PIE: New page: PIE session: MapB (Apr 25, 2017, 4:00:36 PM)
[2017.04.26-02.00.36:146][585]LogPlayLevel: Creating play world package: /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB
[2017.04.26-02.00.36:173][585]LogPlayLevel: PIE: StaticDuplicateObject took: (0.027435s)
[2017.04.26-02.00.36:174][585]LogAIModule: Creating AISystem for world MapB
[2017.04.26-02.00.36:174][585]LogPlayLevel: PIE: World Init took: (0.000525s)
[2017.04.26-02.00.36:174][585]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/ZTD_Blueprint/Maps/MapB.MapB to /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB.MapB (0.028188s)
[2017.04.26-02.00.36:203][585]LogInit: XAudio2 using 'Speakers (Realtek High Definition Audio)' : 2 channels at 48 kHz using 32 bits per sample (channel mask 0x3)
[2017.04.26-02.00.36:223][585]LogInit: FAudioDevice initialized.
[2017.04.26-02.00.36:295][585]LogLoad: Game class is 'ZTD_GameMode_C'
[2017.04.26-02.00.36:301][585]LogWorld: Bringing World /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB.MapB up for play (max tick rate 62) at 2017.04.25-21.00.36
[2017.04.26-02.00.36:302][585]LogWorld: Bringing up level for play took: 0.006027
[2017.04.26-02.00.36:311][585]PIE: Info Play in editor start time for /Game/ZTD_Blueprint/Maps/UEDPIE_0_MapB 0.87
[2017.04.26-02.00.36:311][585]LogBlueprintUserMessages: Late PlayInEditor Detection: Level '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel' has LevelScriptBlueprint '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB' with GeneratedClass '/Game/ZTD_Blueprint/Maps/MapB.MapB_C' with ClassGeneratedBy '/Game/ZTD_Blueprint/Maps/MapB.MapB:PersistentLevel.MapB'
